scenario,scenario_base,scenario_turns,attachment_size_kb,repeat,expected_fact,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed,memory_drift_score
pivot_20,pivot,20,100,1,stack keeps FastAPI,6,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94276,94184,12,0,0,23181,1166,0.0027845,5916,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,storage includes SQLite on device,7,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94302,94184,12,0,0,24386,1261,0.0029430000000000003,5644,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes push notifications,8,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94302,94184,12,0,0,24924,1487,0.0030872000000000004,7208,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes supervisor review,9,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94295,94184,12,0,0,25544,1112,0.0029992,7354,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,admin portal stays React,10,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94295,94184,12,0,0,25635,1710,0.0032475000000000004,8758,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes maps,11,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94275,94184,12,0,0,26215,1249,0.0031211,7668,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes camera compression,12,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94297,94184,12,0,0,26257,892,0.0029825,5420,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes conflict resolution,13,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94304,94184,12,0,0,25994,1047,0.0030182,6102,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes PDF reports,14,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94279,94184,12,0,0,25796,1081,0.003012,6518,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes geofencing alerts,15,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94304,94184,12,0,0,25400,1306,0.0030624000000000003,6903,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes role permissions,16,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94298,94184,12,0,0,25617,1165,0.0030277000000000004,6593,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes asset registry integration,17,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94295,94184,12,0,0,25093,1344,0.0030469000000000004,7153,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes background sync retries,18,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94291,94184,12,0,0,25201,1029,0.0029317000000000006,5635,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes crash reporting,19,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94280,94184,12,0,0,25346,850,0.0028746,5005,none,,0,1,0,0.0
pivot_20,pivot,20,100,1,scope includes phased mobile rollout,20,5a4e39a5-1b0c-4e63-8784-93f9f520ff90,94307,94184,12,0,0,25208,1016,0.0029272,6160,none,,0,1,0,0.0
contradiction_1,contradiction,1,0,1,project name: LedgerFlow,1,5cce6aaa-a607-4495-b89d-d7e76b78f099,70,0,2,0,0,1082,393,0.00026540000000000005,2340,none,,1,1,1,1.0
contradiction_1,contradiction,1,20,1,project name: LedgerFlow,1,eb7661eb-92a4-4f81-bd32-bcdd8c81531d,18847,18776,2,0,0,4459,681,0.0007183000000000001,3695,none,,1,1,1,1.0
contradiction_1,contradiction,1,100,1,project name: LedgerFlow,1,6dd85f88-9e26-4655-ab6f-5998bfd9cc46,94255,94184,2,0,0,17870,746,0.0020854000000000003,4267,none,,0,1,1,1.0
contradiction_6,contradiction,6,0,1,project name: LedgerFlow,1,3bd28549-bde4-494b-a5d8-473a06e8c73c,70,0,2,0,0,1082,522,0.000317,3310,none,,1,1,1,1.0
contradiction_6,contradiction,6,0,1,scope includes invoice approvals,2,3bd28549-bde4-494b-a5d8-473a06e8c73c,118,0,4,0,0,1658,501,0.0003662,2920,none,,1,1,0,0.0
contradiction_6,contradiction,6,0,1,budget locked: 30000 EUR,3,3bd28549-bde4-494b-a5d8-473a06e8c73c,50,0,6,0,0,2183,638,0.00047350000000000007,3785,none,,1,1,0,0.0
contradiction_6,contradiction,6,0,1,stack includes Django,4,3bd28549-bde4-494b-a5d8-473a06e8c73c,94,0,8,0,0,2856,722,0.0005744000000000001,3542,none,,1,1,0,0.0
contradiction_6,contradiction,6,0,1,scope includes approval chains,5,3bd28549-bde4-494b-a5d8-473a06e8c73c,105,0,10,0,0,3629,539,0.0005785,3102,none,,1,1,0,0.0
contradiction_6,contradiction,6,0,1,scope includes ERP CSV export,6,3bd28549-bde4-494b-a5d8-473a06e8c73c,87,0,12,0,0,4198,546,0.0006382000000000001,3154,none,,1,1,0,0.2
contradiction_6,contradiction,6,20,1,project name: LedgerFlow,1,4fcabe7f-d4c4-40cf-b3bb-77bfc3fe7943,18847,18776,2,0,0,4459,730,0.0007379000000000001,4261,none,,0,1,1,1.0
contradiction_6,contradiction,6,20,1,scope includes invoice approvals,2,4fcabe7f-d4c4-40cf-b3bb-77bfc3fe7943,18895,18776,4,0,0,5265,708,0.0008097,3700,none,,1,1,0,0.0
contradiction_6,contradiction,6,20,1,budget locked: 30000 EUR,3,4fcabe7f-d4c4-40cf-b3bb-77bfc3fe7943,18827,18776,6,0,0,6000,906,0.0009624000000000001,4817,none,,0,1,0,0.0
contradiction_6,contradiction,6,20,1,stack includes Django,4,4fcabe7f-d4c4-40cf-b3bb-77bfc3fe7943,18871,18776,8,0,0,6993,715,0.0009853000000000002,3612,none,,1,1,0,0.333
contradiction_6,contradiction,6,20,1,scope includes approval chains,5,4fcabe7f-d4c4-40cf-b3bb-77bfc3fe7943,18882,18776,10,0,0,7759,819,0.0011035,4954,none,,0,1,0,0.25
contradiction_6,contradiction,6,20,1,scope includes ERP CSV export,6,4fcabe7f-d4c4-40cf-b3bb-77bfc3fe7943,18864,18776,12,0,0,8609,725,0.0011509,4313,none,,0,1,0,0.4
contradiction_6,contradiction,6,100,1,project name: LedgerFlow,1,2f30c636-c056-4ead-9e9f-103fa40442c2,94255,94184,2,0,0,17870,978,0.0021782,5957,none,,0,1,1,1.0
contradiction_6,contradiction,6,100,1,scope includes invoice approvals,2,2f30c636-c056-4ead-9e9f-103fa40442c2,94303,94184,4,0,0,18924,791,0.0022088,4244,none,,0,1,0,0.0
contradiction_6,contradiction,6,100,1,budget locked: 30000 EUR,3,2f30c636-c056-4ead-9e9f-103fa40442c2,94235,94184,6,0,0,19742,937,0.0023490000000000004,6434,none,,0,1,0,0.0
contradiction_6,contradiction,6,100,1,stack includes Django,4,2f30c636-c056-4ead-9e9f-103fa40442c2,94279,94184,8,0,0,20714,1009,0.002475,5729,none,,0,1,0,0.333
contradiction_6,contradiction,6,100,1,scope includes approval chains,5,2f30c636-c056-4ead-9e9f-103fa40442c2,94290,94184,10,0,0,21826,1132,0.0026354000000000004,6061,none,,0,1,0,0.25
contradiction_6,contradiction,6,100,1,scope includes ERP CSV export,6,2f30c636-c056-4ead-9e9f-103fa40442c2,94272,94184,12,0,0,23066,1090,0.0027426000000000004,5823,none,,0,1,0,0.2
contradiction_20,contradiction,20,0,1,project name: LedgerFlow,1,8c13b5e9-b610-4cc3-ab6f-997624163144,70,0,2,0,0,1082,571,0.00033660000000000005,3624,none,,1,1,1,1.0
contradiction_20,contradiction,20,0,1,scope includes invoice approvals,2,8c13b5e9-b610-4cc3-ab6f-997624163144,118,0,4,0,0,1730,490,0.00036899999999999997,2862,none,,1,1,0,0.0
contradiction_20,contradiction,20,0,1,budget locked: 30000 EUR,3,8c13b5e9-b610-4cc3-ab6f-997624163144,50,0,6,0,0,2248,490,0.00042080000000000004,2591,none,,1,1,0,0.0
contradiction_20,contradiction,20,0,1,stack includes Django,4,8c13b5e9-b610-4cc3-ab6f-997624163144,94,0,8,0,0,2781,578,0.0005093000000000001,3499,none,,1,1,0,0.333
contradiction_20,contradiction,20,0,1,scope includes approval chains,5,8c13b5e9-b610-4cc3-ab6f-997624163144,105,0,10,0,0,3396,572,0.0005684,3440,none,,1,1,0,0.25
contradiction_20,contradiction,20,0,1,scope includes ERP CSV export,6,8c13b5e9-b610-4cc3-ab6f-997624163144,87,0,12,0,0,3997,588,0.0006349,3174,none,,1,1,0,0.2
contradiction_20,contradiction,20,0,1,scope includes finance audit trail,7,8c13b5e9-b610-4cc3-ab6f-997624163144,108,0,12,0,0,4625,627,0.0007133,3645,none,,1,1,0,0.167
contradiction_20,contradiction,20,0,1,budget locked: 80000 EUR,8,8c13b5e9-b610-4cc3-ab6f-997624163144,77,0,12,0,0,4700,802,0.0007908,4099,none,,0,1,0,0.0
contradiction_20,contradiction,20,0,1,stack includes React frontend,9,8c13b5e9-b610-4cc3-ab6f-997624163144,124,0,12,0,0,5027,733,0.0007959,3759,none,,1,1,0,0.125
contradiction_20,contradiction,20,0,1,stack keeps Django API,10,8c13b5e9-b610-4cc3-ab6f-997624163144,85,0,12,0,0,5289,817,0.0008557,4257,none,,0,1,0,0.111
contradiction_20,contradiction,20,0,1,scope includes Azure AD SSO,11,8c13b5e9-b610-4cc3-ab6f-997624163144,89,0,12,0,0,5539,750,0.0008539,3530,none,,1,1,0,0.1
contradiction_20,contradiction,20,0,1,scope includes overdue approval emails,12,8c13b5e9-b610-4cc3-ab6f-997624163144,122,0,12,0,0,5760,788,0.0008912,3610,none,,1,1,0,0.091
contradiction_20,contradiction,20,0,1,scope includes exception reports,13,8c13b5e9-b610-4cc3-ab6f-997624163144,109,0,12,0,0,5974,782,0.0009102000000000001,3661,none,,1,1,0,0.083
contradiction_20,contradiction,20,0,1,scope includes monthly close dashboards,14,8c13b5e9-b610-4cc3-ab6f-997624163144,108,0,12,0,0,6134,821,0.0009418,3958,none,,1,1,0,0.077
contradiction_20,contradiction,20,0,1,phase one excludes invoices,15,8c13b5e9-b610-4cc3-ab6f-997624163144,120,0,12,0,0,6165,865,0.0009625,4084,none,,0,1,0,0.071
contradiction_20,contradiction,20,0,1,scope includes quote attachments,16,8c13b5e9-b610-4cc3-ab6f-997624163144,111,0,12,0,0,6298,794,0.0009474,3845,none,,1,1,0,0.067
contradiction_20,contradiction,20,0,1,scope includes vendor lookup,17,8c13b5e9-b610-4cc3-ab6f-997624163144,86,0,12,0,0,6284,831,0.0009608,4455,none,,0,1,0,0.062
contradiction_20,contradiction,20,0,1,scope includes cost center permissions,18,8c13b5e9-b610-4cc3-ab6f-997624163144,104,0,12,0,0,6381,965,0.0010241,4687,none,,0,1,0,0.059
contradiction_20,contradiction,20,0,1,scope includes immutable approval records,19,8c13b5e9-b610-4cc3-ab6f-997624163144,108,0,12,0,0,6561,977,0.0010469000000000001,4839,none,,0,1,0,0.056
contradiction_20,contradiction,20,0,1,deadline before Q4 close,20,8c13b5e9-b610-4cc3-ab6f-997624163144,93,0,12,0,0,6754,893,0.0010326,4778,none,,0,1,0,0.053
contradiction_20,contradiction,20,20,1,project name: LedgerFlow,1,8026988d-eefe-434d-87b6-7aa9894f3a9a,18847,18776,2,0,0,4459,538,0.0006611000000000001,3246,none,,1,1,1,1.0
contradiction_20,contradiction,20,20,1,scope includes invoice approvals,2,8026988d-eefe-434d-87b6-7aa9894f3a9a,18895,18776,4,0,0,5073,569,0.0007349,3475,none,,1,1,0,0.0
contradiction_20,contradiction,20,20,1,budget locked: 30000 EUR,3,8026988d-eefe-434d-87b6-7aa9894f3a9a,18827,18776,6,0,0,5669,705,0.0008489000000000001,4262,none,,0,1,0,0.0
contradiction_20,contradiction,20,20,1,stack includes Django,4,8026988d-eefe-434d-87b6-7aa9894f3a9a,18871,18776,8,0,0,6409,641,0.0008973,3641,none,,1,1,0,0.333
contradiction_20,contradiction,20,20,1,scope includes approval chains,5,8026988d-eefe-434d-87b6-7aa9894f3a9a,18882,18776,10,0,0,7101,671,0.0009785,3638,none,,1,1,0,0.25
contradiction_20,contradiction,20,20,1,scope includes ERP CSV export,6,8026988d-eefe-434d-87b6-7aa9894f3a9a,18864,18776,12,0,0,7802,672,0.001049,3919,none,,1,1,0,0.4
contradiction_20,contradiction,20,20,1,scope includes finance audit trail,7,8026988d-eefe-434d-87b6-7aa9894f3a9a,18885,18776,12,0,0,8535,635,0.0011075,3732,none,,1,1,0,0.333
contradiction_20,contradiction,20,20,1,budget locked: 80000 EUR,8,8026988d-eefe-434d-87b6-7aa9894f3a9a,18854,18776,12,0,0,8657,788,0.0011809000000000001,4191,none,,0,1,0,0.286
contradiction_20,contradiction,20,20,1,stack includes React frontend,9,8026988d-eefe-434d-87b6-7aa9894f3a9a,18901,18776,12,0,0,8904,792,0.0012072,4087,none,,0,1,0,0.375
contradiction_20,contradiction,20,20,1,stack keeps Django API,10,8026988d-eefe-434d-87b6-7aa9894f3a9a,18862,18776,12,0,0,9016,748,0.0012008000000000001,3939,none,,1,1,0,0.333
contradiction_20,contradiction,20,20,1,scope includes Azure AD SSO,11,8026988d-eefe-434d-87b6-7aa9894f3a9a,18866,18776,12,0,0,9134,638,0.0011686,3964,none,,1,1,0,0.3
contradiction_20,contradiction,20,20,1,scope includes overdue approval emails,12,8026988d-eefe-434d-87b6-7aa9894f3a9a,18899,18776,12,0,0,9147,654,0.0011763000000000001,3487,none,,1,1,0,0.364
contradiction_20,contradiction,20,20,1,scope includes exception reports,13,8026988d-eefe-434d-87b6-7aa9894f3a9a,18886,18776,12,0,0,9144,568,0.0011416,3342,none,,1,1,0,0.417
contradiction_20,contradiction,20,20,1,scope includes monthly close dashboards,14,8026988d-eefe-434d-87b6-7aa9894f3a9a,18885,18776,12,0,0,9091,497,0.0011079,2982,none,,1,1,0,0.462
contradiction_20,contradiction,20,20,1,phase one excludes invoices,15,8026988d-eefe-434d-87b6-7aa9894f3a9a,18897,18776,12,0,0,8813,930,0.0012533000000000002,4549,none,,0,1,0,0.5
contradiction_20,contradiction,20,20,1,scope includes quote attachments,16,8026988d-eefe-434d-87b6-7aa9894f3a9a,18888,18776,12,0,0,8957,826,0.0012261,4396,none,,0,1,0,0.533
contradiction_20,contradiction,20,20,1,scope includes vendor lookup,17,8026988d-eefe-434d-87b6-7aa9894f3a9a,18863,18776,12,0,0,9070,705,0.001189,3945,none,,1,1,0,0.562
contradiction_20,contradiction,20,20,1,scope includes cost center permissions,18,8026988d-eefe-434d-87b6-7aa9894f3a9a,18881,18776,12,0,0,9145,682,0.0011873,3703,none,,1,1,0,0.588
contradiction_20,contradiction,20,20,1,scope includes immutable approval records,19,8026988d-eefe-434d-87b6-7aa9894f3a9a,18885,18776,12,0,0,9195,743,0.0012167,4155,none,,0,1,0,0.611
contradiction_20,contradiction,20,20,1,deadline before Q4 close,20,8026988d-eefe-434d-87b6-7aa9894f3a9a,18870,18776,12,0,0,9370,1049,0.0013566,5240,none,,0,1,0,0.632
contradiction_20,contradiction,20,100,1,project name: LedgerFlow,1,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94255,94184,2,0,0,17870,745,0.002085,4798,none,,0,1,1,1.0
contradiction_20,contradiction,20,100,1,scope includes invoice approvals,2,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94303,94184,4,0,0,18690,635,0.002123,4021,none,,0,1,0,0.0
contradiction_20,contradiction,20,100,1,budget locked: 30000 EUR,3,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94235,94184,6,0,0,19352,731,0.0022276,4642,none,,0,1,0,0.0
contradiction_20,contradiction,20,100,1,stack includes Django,4,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94279,94184,8,0,0,20118,854,0.0023534000000000003,5080,none,,0,1,0,0.333
contradiction_20,contradiction,20,100,1,scope includes approval chains,5,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94290,94184,10,0,0,21055,671,0.0023739,4273,none,,0,1,0,0.25
contradiction_20,contradiction,20,100,1,scope includes ERP CSV export,6,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94272,94184,12,0,0,21755,756,0.0024779,4611,none,,0,1,0,0.2
contradiction_20,contradiction,20,100,1,scope includes finance audit trail,7,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94293,94184,12,0,0,22553,605,0.0024973,4069,none,,0,1,0,0.167
contradiction_20,contradiction,20,100,1,budget locked: 80000 EUR,8,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94262,94184,12,0,0,22428,1283,0.002756,7281,none,,0,1,0,0.0
contradiction_20,contradiction,20,100,1,stack includes React frontend,9,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94309,94184,12,0,0,23096,1013,0.0027148,5736,none,,0,1,0,0.125
contradiction_20,contradiction,20,100,1,stack keeps Django API,10,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94270,94184,12,0,0,23413,1077,0.0027721000000000004,6172,none,,0,1,0,0.111
contradiction_20,contradiction,20,100,1,scope includes Azure AD SSO,11,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94274,94184,12,0,0,23659,904,0.0027275000000000003,5418,none,,0,1,0,0.1
contradiction_20,contradiction,20,100,1,scope includes overdue approval emails,12,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94307,94184,12,0,0,23950,737,0.0026898,4224,none,,0,1,0,0.091
contradiction_20,contradiction,20,100,1,scope includes exception reports,13,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94294,94184,12,0,0,23977,887,0.0027525,5219,none,,0,1,0,0.167
contradiction_20,contradiction,20,100,1,scope includes monthly close dashboards,14,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94293,94184,12,0,0,24265,841,0.0027629,4542,none,,0,1,0,0.231
contradiction_20,contradiction,20,100,1,phase one excludes invoices,15,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94305,94184,12,0,0,23836,1239,0.0028792,7080,none,,0,1,0,0.286
contradiction_20,contradiction,20,100,1,scope includes quote attachments,16,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94296,94184,12,0,0,24061,1034,0.0028197,5748,none,,0,1,0,0.267
contradiction_20,contradiction,20,100,1,scope includes vendor lookup,17,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94271,94184,12,0,0,24072,971,0.0027956,5788,none,,0,1,0,0.312
contradiction_20,contradiction,20,100,1,scope includes cost center permissions,18,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94289,94184,12,0,0,24140,993,0.0028112000000000002,6177,none,,0,1,0,0.353
contradiction_20,contradiction,20,100,1,scope includes immutable approval records,19,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94293,94184,12,0,0,24418,1087,0.0028766,5905,none,,0,1,0,0.389
contradiction_20,contradiction,20,100,1,deadline before Q4 close,20,4e4d7ce5-9e6b-4bd1-b2d4-a2a6dd96f5ad,94278,94184,12,0,0,24629,1020,0.0028709000000000004,5738,none,,0,1,0,0.421
